Keywords
10fold crossvalidation
pressure system
pressure ulcers
pressure waves
prevention and control
preventive maintenance
price determination
primary care
primary frequency control
primary frequency regulation
primary medical care
primary motor cortex
primary somatosensory cortex
primate
primates
prime movers
principal component analysis
principal components
principal components analysis
principalcomponent analysis
printing threedimensional
prior information
priori information
prioritization
prioritized aggregation operators
priority journal
priority queues
privacy
privacy preservation
proba
probabilistic algorithm
probabilistic analysis
probabilistic modeling
probabilistic optimization
probabilistic principal component analysis
probabilistic reconfiguration
probabilistic tractography
probabilistics
probability
probability density function
probability distributions
probability learning
probe sensor
probes
problem based learning
problem solving
problembased learning
problems and solutions
procaterol
procedures
process applications
process control
process current
process efficiency
process evaluation
process identification
process industries
process innovation
process model
process modeling
process modeling and identification
process monitoring
process optimization
process performance
process plants
process simulations
process uses
process variables
process water
processcontrol applications
processes
processing elements
processing steps
processing technique
processing time
proctoeces
product design
production
production costs
production cycle
production level
production process
productivity
productivity improvements
productivityupwelling
professional aspects
professional fields
professional training
profitability
program evaluation
program feasibility
program processors
programmable gate array
programmable logic controllers
programmable logic controllers plc
programmable systems
programming theory
project based learning
projectiles
projective transformation
proof of concept
propagation prediction
property
proportional control systems
proportional controller
proportional integral controllers
proportional integral derivative controllers
proportional integral pi control
proportional resonant controllers
proportionalintegral
proportionalintegral control
proportionalresonant controls
prospective study
prostheses and implants
prostheses and orthoses
protection algorithms
protection relay
protection schemes
protection systems
protective coatings
protective devices
protective equipment
protective relaying
protein
protein expression
protein homeostasis
protein immobilization
protein immunoassay
protein purification
proteins
proton exchange membrane fuel cells pemfc
prototype devices
prototype implementations
prototype machine
pscad simulation
pseudo
psychology
psychomotor performance
psychophysics
psychophysiology
psychosis
psychotic disorders
public administration
public health
public health systems
public healthcares
public hospital
public management
public private partnerships
public values
publicprivate partnership
publicprivate sector partnerships
pulmonary arterial hypertension
pulmonary artery
pulmonary hypertension
pulp
pulp and paper
pulp and paper industry
pulp coating
pulp contamination
pulp fibers
pulp industry
pulp mills
pulps
pulsatile flow
pulsating load
pulse modulation
pulse signal
pulse transformers
pulse wave velocity
pulse width modulated inverters
pulse width modulation
pulse width modulation converters
pulse width modulation pwm
pulsewave velocity
pulsewidth modulated converters
pulsewidth modulation converter
pulsewidth modulation inverte
pulsewidth modulation rectifiers
pulsewidthmodulated
pulsewidthmodulated inverter
pulsewidthmodulated power converters
pulsewidthmodulation
pumping plants
pumping systems
pumps
pushpull converters
pv
pv applications
pv generation
pv modules
pv power plants
pv system
pwm converters
pwm inverter
pwm inverters
pwm rectifiers
pyramidal tract
pyrites
pyrococcus furiosus
pyrometallurgical process
pyrometallurgy
pyrometers
pyrometry
qaxis inductance
qos constraints
qrs complex
qt interval
quadrant detectors
quadratic optimal regulators
quadratic programming
quadratic programming algorithms
qualitative analysis
quality
quality assurance
quality control
quality function
quality indices
quality metrics
quality monitoring
quality of life
quality of service
quality of service constraints
quality of transmissions qot
quantitative analysis
quantitative data
quantitative evaluation
quantitative study
quantization noise
quantization signal
quantum communication
quantum cryptography
quantum dots in a well dwell
quantum efficiency
quantum mechanics
quantum optics
quantum theory
quantum well infrared photodetectors
quartz crystal microbalance
quartz crystal microbalances
quasi hamiltonian systems
quasilinear
quasinewton optimization method
quasithreelevel
quasiz source converter
quasizsource converters
questionnaire
radial basis function network
radial basis function networks
radial basis functions
radial networks
radial topology
radialflux machines
radiata pine
radiation
radiation dose
radiation dose distribution
radiation injury
radiation measurements
radiation protection
radiation sensors
radiation shielding
radiationsensing
radiators
radio astronomy
radio systems
radio telescopes
radio wavefront
radioactivity measurement
radiographic images
radiography
radiometers
radiometric analysis
radiometric data
radiometric images
radiometric survey
radiometric techniques
radiometry
rain
rainfall
rainfall and runoffs
rainfall forecasting
rainfallrunoff modeling
raloxifene
ramp generators
random access storage
random forest
random processes
random variables
randomization
randomized controlled trial
range measurements
range of motions
rank sum test
ranking approach
rapid changes
rapid prototyping
rapid reactions
rapid response
rare disease
rare diseases
rare earth magnets
rat
rat strain
rated voltages
rating
rating scale
rats
rats spraguedawley
rats wistar
reaction intermediates
reaction invariants
reaction rates
reaction time
reactive currents
reactive ion etching
reactive power
reactive power capabilities
reactive power compensation
reactive power compensator
reactive power consumption
reactive power control
reactive support
reading
readout circuit
readout circuitry
readout data
readout integrated circuits
real
real industrial processes
real networks
real operating conditions
real samples
real time
real time algorithms
real time ethernet
real time measurements
real time monitoring
real time requirement
real time sampling
real time simulations
real time systems
real time visualization
real variables
realistic conditions
reallife testing
realtime access
realtime control
realtime detection
realtime estimation
realtime feedback
realtime optimization
realtime processing
realtime simulator
realtime video processing
realworld problem
recall
receiver operating characteristic
receiving antennas
receptors opioid
recognition
recommended practice
recommender systems
reconfigurable architectures
reconfigurable array
reconfigurable hardware
reconfigurable hardwares
reconfigurable logic
reconfigurable processors
reconfigurable systems
reconfiguration
reconfiguration algorithm
reconfiguration problems
reconfiguration process
reconfiguration systems
reconstructed image
reconstruction algorithms
recorded signals
recording
recovering process
recovering techniques
recovery
rectangular box
rectangular slots
rectangular windows
rectifier
rectifier stage
rectifier topologies
rectifying circuits
recurrent neural networks
recursive equations
recursive estimators
recursive filtering
recursive filters
recursive functions
recursive least square
recursive least square rls
recursive neural network
recycle systems
recycling
reduced loss
reduced order controllers
reduced ripple dcdc converter
reduced size
reduced sizes
reduced switching
reducedorder controller design
reducedsize
reducing costs
reduction
reels
reference coordinates
reference currents
reference curves
reference data
reference frame
reference signal
reference signals
reference value
reference values
referencefree
referencetracking
refining
reflectance spectrum
reflection
reflectometry
reflex monosynaptic
reforestation
refractive index
refractory materials
refractory temperature
regeneration devices
regenerative medicine
regenerators
region of interest
regional government
regions of interest
registration
registration algorithms
registration methods
regression
regression analysis
regular expressions
regularization
regulation
regulation problems
regulatory compliance
rehabilitation devices
rehabilitation medicine
rehabilitation technology
reinforced plastics
reinforcement
reinforcement learning
reinforcement learning solution
reinforcement learning techniques
relapse
relative azimuth
relative concentration
relative degrees
relative positions
relay protection
relevant features
reliability
reliability analysis
reliability and availability
reliability index
reliability theory
reliable models
reluctance motors
rem sleep
remaining energies
remission
remote control
remote monitoring
remote monitoring and control
remote monitoring station
remote procedure calls
remote sensing
removing baseline
renewable electricity
renewable energies
renewable energy applications
renewable energy generation
renewable energy resources
renewable energy source
renewable energy technologies
renewable generation
renewable materials
renewable power
renewable power generation
renewable power generation systems
renicolidae
repetitive control
repetitive control system
repetitive controller
replicate measurements
reproducibilities
reproducibility
reproducibility of results
reproduction
reproductive performance
research activities
research and development
research and education network
research fields
research gaps
research questions
residential users
residual deformation
residual neural network
resistors
resnet50
resolution enhancement
resolution sensors
resolution video
resonance
resonance effect
resonance problem
resonant controller
resonant controls
resonant current controller
resonant current controls
resonant frequencies
resource assignment
resource consumption
resource control
resource discovery
resource requirements
resource utilizations
resources allocation
respiration
respiration artificial
respiration frequency
respiratory cycle
respiratory mechanics
respiratory protective devices
respiratory rate
respiratory signals
respiratory system
response patterns
response time
responsivity
resting state network
restoration
restoration strategies
restoration time
restricted operations
retina
retina ganglion cell
retina image
retina rod outer segment
retinal ganglion cells
retrieval methods
retrospective study
review
reward
reynolds number
rheumatoid arthritis
riccati equations
ridethrough capability
right hemisphere
right hemispheres
rigidity
rim thickness
ringcore optical fiber
ripple component
ripple currents
ripple reduction
ripple torque
risk assessment
risk controls
risk factor
risk factors
risk management
risk of accidents
risktaking
rivers
rls
rna
rna extraction
road safety
road safety system
road traffic accidents
road traffic crashes
roads and streets
robotic arms
robotic equipments
robotic rehabilitation
robotic technologies
robotics
robust analysis
robust and flexible hierarchical self organizing map
robust control
robust controllers
robust detections
robust estimation
robust estimation algorithm
robust estimation algorithms
robust learning algorithms
robust methods
robust monitoring
robust performance
robust reconstruction
robust regressions
robust repetitive control
robust stability analysis
robust stability and performance
robust stability conditions
robust statistics
robust strategy
robust techniques
robustness
robustness analysis
robustness control systems
roc curve
rocks
rods retina
rollers machine components
rolls machine components
roomtemperature conditions
root loci
root mean square errors
rootmean square errors
rootmeansquared
rotary converters
rotating electrical machines
rotating frame
rotating frames
rotating reference frame
rotating reference frames
rotating vectors
rotation
rotation angles
rotation transformation
rotational angle
rotational speed
rotor bars
rotor current
rotor current controls
rotor loss
rotor poles
rotor positions
rotor structures
rotor teeth
rotor voltage
rotor windings
rotors
rotors windings
rougher flotation
roughness index
routinary diagnostic
rule base
rule based expert systems
run time reconfiguration
runoff
runoff forecasting
rural distribution systems
saccharomyces cerevisiae
sacrum
safe operation
safe operations
safety critical applications
safety critical systems
safety engineering
sag mills
salbutamol
sales
saliency
saliency analysis
salinity
sample entropy
sample size
sample sizes
sampled bases
sampled data control systems
sampling
sampling frequencies
sampling instants
sampling mechanisms
sampling periods
sampling rates
sampling time
santiago de chile
sasa
satellite imagery
satellite laser ranging
saturating actuator
saturation magnetization
scaffolds biology
scalable algorithms
scalarization
scale effect
scaling properties
scallop shells
scanning
scanning electron microscopy
scattered radiations
scenebased
scenebased calibration
scheduling
scheduling systems
schizophrenia
schizophrenic psychology
school
school child
school of engineering
schools
schottky barrier diodes
schottky diode mixers
scientific community
scientific database
scoring system
scour
scour depth
screening application
screws
sea level
search methods
search problem
seashore
seasonal variation
seawater upwelling
second harmonic component
second harmonics
second order blind identifications
second order filters
second order process
second principle of thermodynamics
secondary voltage
secondaryside
secondorder models
secondorder systemss
sector antennas
secure authentications
security incident
sedentary behavior
sedentary lifestyle
sediment transport
sedimentation
segmentation
segmentation algorithm
segmentation methods
segments
seism
selection algorithm
selection methods
selection parameters
selection procedures
selection rules
selection scheme
selection stages
selective harmonic elimination
self evaluation
self help
self organizations
self organizing
self organizing maps
self powered integrated microfluidic blood analysis system
self report
self tuning control systems
selfadaptive
selfheating
selfhelp devices
selforganization mechanisms
selforganizations
selforganizing
selforganizing mechanisms
selftuning algorithms
selfventilated motors
semantics
semblance analysis
semianalytical finite element
semianalytical finite element methods
semianalytical methods
semiautogenous grinding mills
semiautogenous sag mill
semiautomatic tools
semiconducting indium phosphide
semiconducting intermetallics
semiconductor counters
semiconductor device manufacture
semiconductor device models
semiconductor devices
semiconductor diodes
semiconductor loss
semiconductor materials
semiconductor quantum dots
semiconductor switches
senior adult
sensibility
sensing
sensitive datas
sensitivity analysis
sensitivity and specificity
sensor
sensor arrays
sensor less control
sensor less controls
sensor networks
sensor nodes
sensor response
sensorimotor function
sensorless
sensorless tension control
sensors
sensory afferents
sensory feedback
sensory interactions
sensory nerve cell
sensory receptor cells
sensory thresholds
separation
separation technique
sequence alignments
sequence components
sequence current
sequence data
sequential forward selection
sequential implementation
sequential optimization
sequential patterns
serial interfaces
series active filters
series active power filters
series compensator
series configuration
series connections
series converter
series transformers
series voltage
seriesconnected
serious games
service availability
service industry
service lifetime
service markets
service provider
servicebased systems
services development
servo drives
servodrive systems
set models
set theory
setpoint tracking
settling velocity
severe disabilities
severe obesity
severity of illness index
sewer system
sex ratio
sexual abuse
shading algorithms
shadow removal
shannons entropy
shape analysis
shape stabilized phase change material
shear stress
sheep
sheet tension
sheeting
sheets
shell
shellfish
shells structures
shielding
ship propulsion
shoe
shoes
shore protection
short circuit
short circuit capability
short circuit capacity
short circuit control
short circuit current scc
short circuit currents
short circuit detection
short circuit sc
short fiber
short periods
short term
short term load forecasting
short term memory
short time fourier transforms
short wave infrared
shortcircuit
shortcircuit currents
shortcircuit impedance
shortcircuit protection
shortcircuits sc
shortest path routing
shovels
shunt active filters
shunt active power filters
side channel attack
side effect
sideband separation
sige alloys
sige bicmos technology
sight impaired
sigmoid function
sigmoidal nonlinearity
signal analysis
signal denoising
signal detection
signal detection psychological
signal estimation
signal fluctuations
signal interference
signal noise ratio
signal processing
signal processing computerassisted
signal processing technique
signal receivers
signal reconstruction
signal to interference noise ratios
signal to interferencenoise ratios
signal to noise
signal to noise ratio
signal to noise ratio snr
signal tracking
signal transduction
signals analysis
signaltonoise ratio snr
significant variables
silica
silicate minerals
silicon
silicon circuits
silicon compounds
silicon detectors
silicon dioxide
silicon germanium
silicon photodiode
silicon steel
similarity measure
similarity metrics
simple method
simple operation
simple++
simplified method
simulated analysis
simulated annealing
simulated annealing algorithms
simulated annealing technique
simulated model
simulated results
simulation
simulation and analysis
simulation and modeling
simulation environment
simulation example
simulation experiments
simulation of power systems
simulation platform
simulation result
simulation results
simulation software
simulation studies
simulators
simultaneous operation
simultaneous reactions
single board computers
single cell analysis
single cell resolution
single frequency networks
single input single output
single input single output systems
single mode fibers
single phase
single phase converter
single phase current
single phase current source inverter csi
single phase equivalent circuit
single phase matrix converter
single phase system
single phasis
single photodetector
single stage
single switch
single words
singleinput single outputs
singleinput singleoutput communication
singlemode fibers
singleneuron
singlephase application
singlephase inverters
singlephase power
singlephase rectifiers
singlephase systems
singlephoton detection
singlephoton detectors
singlesolution metaheuristic
singular values
sinusoidal currents
sinusoidal input
sinusoidal output
sinusoidal pulse width modulation
sinusoidal signals
sinusoidal source currents
sinusoidal voltage
sinusoidal waveforms
site selection
size and shape
size presses
sizedependent optical properties
sizing algorithms
sizing finishing operation
skeletal muscle
skeleton
skeletonization
sketch
skill
skilled workforces
skin cancer
skin cancers
skin imaging
skin neoplasms
skin tumor
slags
sleep
sleep apnea syndromes
sleep assessments
sleep bruxism
sleep disordered breathing
sleep monitoring
sleep quality
sleep rem
sleep research
sliding window
slow dynamics
slow wave sleep
small dispersion
small gain
small gain theorem
small power plants
small signal gain
small signal model
small signal stability
small signal stability analysis
small size
smart bed
smart city
smart grid
smart homes
smart image sensors
smart meters
smart power grids
smart socket
smart system
smelting
smoke
smoke point
smoking
smooth muscle cells
snr limitation
snubber
social behavior
social cognition
social discrimination
social inclusion
social network
social networking online
social networks
social responsiveness scale
social status
social values
social wellbeing
sodium
sodium chloride
sodium compounds
soft computing
soft sensors
soft switching
software
software agents
software architects
software architecture
software component
software defined networking sdn
software design
software engineering
software implementation
software implementations
software prototyping
software simulation
software testing
software versions
soil conditioners
soil moisture
solar applications
solar cell arrays
solar concentrators
solar energy
solar energy conversion
solar equipment
solar heating
solar irradiances
solar irradiation
solar panels
solar photovoltaic system
solar photovoltaics
solar power
solar power generation
solar power plants
solar power technologies
solar pumping
solar pumping systems
solar radiation
solar radiation data
solar radiation model
solar resource assessments
solar technology
solar thermal energy
solar thermal systems
solid
solid liquid separation
solid oxide fuel cells sofc
solid rotor
solid state transformer sst
solidliquid separation
solidworks software
solution methods
solution mining
solutions
solvents
solving algorithm
som
somatic signal detection task
somatosensory cortex
soot
sooting propensities
sorting network
source currents
source impedance
source of energy
source signals
source voltage
sources of informations
south america
space clusters
space division multiple access
space division multiplexing
space geodesy
space platforms
space probes
space requirements
space vector modulation
space vector modulation method
space vector modulations svm
space vector pulse width modulation
space vectors
spacevector modulation
spacevector modulation strategies svm
spacevector modulations
spacing policies
sparse representation
spatial
spatial and frequency domain
spatial arrangements
spatial correlations
spatial dependence
spatial domains
spatial informations
spatial location
spatial morphologies
spatial noise
spatial nonuniformity
spatial patterns
spatial regularizations
spatial representations
spatial resolution
spatial similarity
spatial structure
spatialdomain filtering
spatially correlated noise
spatially resolved
spatio temporal features
spatiotemporal
spatiotemporal analysis
spatiotemporal variation
spatiotemporal visualizations
special purpose hardware
specialized equipment
specific detection
specific effects
specific energy
specific energy consumption
specific energy requirement
specific harmonics
specific heat
specific knowledge
specific operating point
specific problems
specific time
specifications
spectral analysis
spectral band
spectral behaviors
spectral characteristics
spectral concentrations
spectral data
spectral density
spectral detection
spectral differences
spectral dimensions
spectral emission
spectral emissivity
spectral estimation
spectral estimation techniques
spectral factorisation
spectral feature
spectral imagery
spectral information
spectral measurement
spectral power density
spectral radiation
spectral reconstruction
spectral recoveries
spectral region
spectral resolution
spectral response
spectral retrieval
spectral sensitivity
spectral signal
spectral techniques
spectrally tunable
spectras
spectrometers
spectrophotometers
spectrophotometry infrared
spectroscopy
spectrum analysis
spectrum analyzers
spectrum assignment
spectrum techniques
speech recognition
speed
speed and torque controllers
speed control
speed estimations
speed loops
speed motors
speed range
spike wave
spin label
spin labels
spinal cord
spinal nerve roots
spinal reflex
spirometry
spoiler bars
spontaneous abortion
sports
sprague dawley rat
spread spectra
spurious signal noise
sql database
squamous cell carcinoma
square errors
squirrel cage motors
squirrel cage rotors
stabilisability
stabilisation
stability
stability analyses
stability analysis
stability and tracking
stability condition
stability criteria
stability improvements
stability issues
stability properties
stability results
stabilityplasticity dilemma
stabilizability
stabilization
stabilization algorithms
stabilization by output feedbacks
stabilization time
stabilized finite element
stabilizing feedback controls
stabilizing state
stable operations
stacking models
stackings
stainless steel
stainless steel cathodes
stand alone
standard design
standard deviation
standard model
standard size
standard test condition stc
standard tests
standards
standby power systems
standoff
standoff libs
start ups
starting torque
statcom
state based
state dependent learning
state estimation
state estimators
state feedback
state feedback controller
state of the art
state selection
state selectors
state space methods
state space model
state space realization
state variables
statedelayed systems
stateoftheart algorithms
stateoftheart methods
stateoftheart techniques
statespace
statespace models
static and dynamic
static and dynamic eccentricities
static compensator
static conditions
static converters
static failure
static nonlinearity
static power
static power converters
static series compensator
static synchronous compensators
static systems
static thermal rating
static var compensator
static var compensators
staticpower converters
statics and dynamics
stationarity
stationary behavior
stationary frame control
stationary signal
statistical analysis
statistical and artificial neural networks
statistical approach
statistical complexity
statistical correlation
statistical descriptors
statistical detection algorithms
statistical information
statistical learning
statistical mechanics
statistical methods
statistical model
statistical relationship
statistical significance
statistical techniques
statistical tests
statistics
statistics and numerical data
stator core
stator currents
stator flux linkage
stator tooth
stator winding
stators
status informations
steady and transient state
steady state
steady state and transients
steady state characteristics
steady state equation
steady state errors
steady state performance
steady state solution
steady states
steadystate behaviors
steadystate operating conditions
steadystate operation
steadystate operations
steadystate response
steadystate simulations
steadystate stability
steam boiler
steel manufacturing
steel sheet
stem cells
step changes
step length
step responses
step time
stereohead
sterile environments
stimulated raman scattering
stimulation systems
stimulator
stimuliresponsive
stimulus
stimulus response
stochastic control systems
stochastic faults
stochastic loads
stochastic model
stochastic models
stochastic nature
stochastic processes
stochastic systems
stoichiometric coefficients
stokes equations
storage component
storage elements
storage management
storage power
storage requirements
storage solutions
stored energy
storm sewers
straightline paths
strain
strain fields
strain gages
strategy use
stratification
stratified sampling
streaming algorithm
strength to weight ratio
streptavidin
streptococcus mutans
streptozocin
stress and strain
stress levels
stress mechanical
stress psychological
stress relaxation
stresses
string stability
striping noise
stroke
strong correlation
stroop
structural bioinformatics
structural connectivity
structural design
structural modifications
structural optimization
structural resistance
structural response
structure activity relation
structure analysis
structure composition
structure matrix
structured programming
structured uncertainties
structurepreserving
student performance
students
studios
styrene
sub manifolds
sub pixels
subharmonics
submanifolds
submersibles
suboptimal solution
subpixel accuracy
subpixel motion
subspace based
subspace methods
substantial investments
subsystems
subtraction technique
sudden change
sugar factories
sugar mills
sugar sucrose
sugars
suicide attempt
sulci
sulfate minerals
sulfate removal
sulfide minerals
sulfur
sulfur compounds
sulfur dioxide
sulphate reducing bacteria
sulphates
sulphuroxidizing bacteria
sun
sunlight
super capacitor
super capacitors
super obesity
super resolution
super resolution algorithms
super resolution imaging
supercapacitor
superior temporal sulcus
superposition principle
supervised classifiers
supervised learning
supervised machine learning
supervised pattern recognition
supplementary information
supply currents
supply voltages
support vector machine
support vector machines
support vector regression
support vectors machine
surface area
surface discharges
surface property
surfacemounted permanent magnet
surgery
surgical management
surgical tasks
surrounding temperature
surveying
surveys
surveys and questionnaires
suspended sediments
suspension
suspensions fluids
sustainable development
sustainable energy
sustainable production
sustained attention
svm algorithm
switched capacitor banks
switched reluctance generators
switched reluctances
switching
switching characteristics
switching circuits
switching converter
switching devices
switching frequency
switching harmonics
switching loss
switching patterns
switching period
switching process
switching sequence
symbiosis
symbol digit modalities test
symmetrical components
synapse
synaptic transmission
synchronization
synchronization method
synchronization signals
synchronization systems
synchronous averaging
synchronous generators
synchronous machine
synchronous machinery
synchronous motor drives
synchronous motors
synchronous reference frame
synchronous reluctance generator
synchronous reluctance machine
synchronous speed
synthesis chemical
synthesis tool
synthetic and real data
synthetic and real datums
synthetic noise
synthetic sequential data sets
system characterization
system configurations
system efficiency
system feedbacks
system functionalities
system modeling
system modelling
system nonlinearities
system operation
system performances
system perturbations
system process
system response
system responses
system stability
system structures
system synthesis
system theory
system use
system variables
systematic designs
systematic literature review
systematic methodology
systematic review
systematic study
systemic
systemic sclerosis
systemonchip
systems analysis
systems and control
systems integration
systems of conservation laws
systems with delays
systems with time delay
systole
systolic blood pressure
tactile misperception
tailings
takagi sugeno kang fuzzy model
takagisugenokang model
talaris2013
talcahuano
tangential stress
target application
target values
task allocation
task failures
task performance
taste
teaching
teaching and researches
technical advancement
technical aids
technical alternatives
technical assessment
technical challenges
technical conferences
technical data
technical efficiency
technical evaluation
technical information
technical limitations
technical literature
technical notes
technical requirement
technical training
technique
technological advances
technological solution
technological tools
technology
technology based applications
technology pharmaceutical
technovigilance
tefc induction motors
telecommunication fibers
telecommunication infrastructures
telecommunication repeaters
telecommunications
telehealth
telemedicine
telemedicine projects
telemedicine services
telemetry
temperature
temperature and relative humidity
temperature calculation
temperature compensation
temperature conditions
temperature constant
temperature differences
temperature distribution
temperature estimation
temperature gradients
temperature indicating cameras
temperature instability
temperature level
temperature measurement
temperature profiles
temperature recovery
temperature rise
temperature sensors
temporal analysis
temporal consistency
temporal correlations
temporal cortex
temporal evolution
temporal information
temporal lobe
temporal muscle
temporal processing
temporal redundancy
temporal stability
temporal structures
temporalis
temporalis muscle
temporomandibular disorders
temporomandibular joint
tendon graft
tensile forces
tensile properties
tensile strength
tensile testing
tension control
tension controls
tension estimation
tension force
tensors
terminal voltages
terminology as topic
test apparatus
test benches
test samples
test sequence
test sets
test systems
testbench
testing
text classification
text mining techniques
text processing
textures
tf
tfidf
thalamus
thalamus nucleus
the certainty equivalence ce principle
theoretical analyses
theoretical approach
theoretical development
theoretical model
theoretical result
theory and practice
thermal behaviors
thermal capacitance
thermal characterization
thermal conductivity
thermal design
thermal designs
thermal energy
thermal evaluation
thermal evaporation
thermal generation unit
thermal generator
thermal infrared videos
thermal maps
thermal model
thermal models
thermal network
thermal noise
thermal offset
thermal oil recovery
thermal patterns
thermal protection
thermal resistance
thermal signatures
thermoanalysis
thermochemistry
thermocouples
thermodynamic driving forces
thermodynamic process
thermodynamic properties
thermodynamic systems
thermodynamical systems
thermodynamics
thermoelectric equipment
thermoelectricity
thermographic imaging system
thermography
thermography imaging
thermography temperature measurement
thermoregulation
thickener
thickener designs
thickening
thickening agent
thickness
thirdorder
thoracic aorta
thoracic aorta aneurysm
thoracolumbar spine
thorax
threat observatory
three dimensional
three dimensional computer graphics
three dimensional imaging
three dimensional printing
three dimensional space
three dimensional space vector modulation
three parameters
three phase
three phase diode rectifier
three phase faults
three phase vsi
three phasis
three term control systems
threedimensional 3d
threedimensional fem
threedimensional imaging
threelevel converters
threelevel neutral point clamped
threelevel neutralpointclamped converter
threephase currents
threephase fourleg
threephase fourwire
threephase induction machine
threephase inverter
threephase loads
threephase machines
threephase power converter
threephase rectifiers
threephase systems
threshold of tactile discrimination
threshold setting
thresholding
thresholding methods
throughoutput
throughput improvement
thyristor converters
thyristor valves
thyristors
tidal power
tidal volume
tiltinspace
timber
time
time and frequency domains
time constants
time delay
time dependent
time dependent variations
time difference measurements
time discrete control
time division multiple access
time domain analysis
time domain responses
time estimation
time factor
time factors
time fields
time headway
time invariants
time multiplexing
time of crisis
time optimal control
time responses
time series
time series analysis
time series forecasting
time series forecasting models
time switches
time system
time systems
time variant
time varying
time varying behavior
time varying control systems
timedelay systems
timedelayed systems
timedependent nonstationary enviroments
timefrequency analysis
timely feedback
timeofuse pricing
timeoptimal
timeresolved luminescence
timetriggered communications
timing circuits
tissue engineering
tissue structure
tissues engineerings
toe
toes
tolerance analysis
tolerance effects
tomographic
tomographic imaging
tomographic sensors
tomography
tools
tooth coil windings
topography
topological descriptors
topological drift
topological features
topological relationships
topological representation
topology
topology preservation
topology preserving neural networks
torque
torque analysis
torque capability
torque capacity
torque components
torque control
torque controllers
torque converters
torque estimation
torsion
torsional angles
torsional oscillation
torsional oscillations
torsional stress
total current
total distortion
total energy
total harmonic distortion minimization
total harmonic distortion reduction
total harmonic distortion thd
total harmonic distortions
total power
total variation
totally enclosed
touch
touch perception
touch screens
toughness
trabecular bone
tracer
track deterioration
tracking position
tracking system
traction applications
traction drive
traction machines
traction motors
tractography
trading strategies
traditional approaches
traditional chinese medicine
traditional techniques
traffic accident
train operator
trained neural networks
training
training accuracy
training algorithms
training and testing
training processes
training sets
training simulator
training time
trajectories
transcranial alternating current stimulation
transcranial direct current stimulation
transcutaneous electric nerve stimulation
transcutaneous electrical nerve stimulation
transfer capacities
transfer functions
transfer learning
transfer matrix method
transfer matrixes
transfer rates
transform matrix
transformation based
transformation parameters
transformer
transformer design
transformer loss
transformer power
transformer secondaries
transformer windings
transformerless
transformers
transgenic mouse
transient analysis
transient characteristic
transient conditions
transient events
transient identification
transient interactions
transient load
transient loads
transient operation
transient stability
transient stability analysis
transillumination
transistors
translational motions
translucent configuration
translucents
transmission capacities
transmission channels
transmission data rate
transmission electron microscopy
transmission electron microscopy images
transmission network calculations
transmission noise
transmission power control
transmission rates
transmission systems
transmissions
transmitted power
transmitters
transparent configuration
transparent optical networks
transposition of great vessels
transversal relaxation time
transverse momenta
trapezoidal geometries
trapped particle
traumatic brain injuries
traumatic brain injury
travel speed
treatment outcome
trees mathematics
trellis codes
trematoda
trematode
trematode metacercaria
trend analysis
trial phase
tropical regions
tropics
trucks
tsk models
tubes components
tumor
tumors
tuning
tuning frequency
tuning strategy
turbidity
turbines
turnaround time
turnover rate
twitter analysis
two color pyrometers
two color pyrometry
two mass systems
two sources
two stage approach
two term control systems
two wavelength
twodegree of freedom
twodegreeoffreedom controller
twodimensional imaging
twolevel control
twopoint
twopoint calibration
twopoint calibration method
twostep algorithms
typical day
u shape
ultra wideband system
ultrasonic applications
ultrasonics
ultrasound sensors
ultrastructure
ultraviolet spectrophotometry
ultraviolet spectroscopy
ultraviolet visible spectroscopy
ultrawideband transmission systems
ultrawideband transmissions
ultrawideband uwb
umap
unavailability factors
unbalanced ac source
unbalanced currents
unbalanced fault
unbalanced grid fault
unbalanced grid voltages
unbalanced loads
unbalanced systems
unbalanced threephase system
unbalanced voltage sags
unbalanced voltage supply
uncertain linear system
uncertain systems
uncertainty
uncertainty analysis
uncinate fasciculus
unclassified drug
uncontrolled rectifiers
uncooled microbolometers
under voltage
underflow concentration
underground mine transportation
underground mining
underwater operations
underweight
unified medical language system
unified power quality conditioner
unified power quality conditioners
unified powerquality conditioner upqc
uniform distribution
uniform quantization
uniform sampling
uniformity
uniformly distributed
uninterruptible power systems
unit availability
unit commitment
unit commitment problem
unit design
unitary power factor
unitcommitment problems
unity power factor
university college london
unobtrusive monitoring
unstable plants
unsteady flow
unsteady hydraulics
unsymmetrical faults
unsymmetrical voltages
upper and lower bounds
upper extremity
upper limb
upper limbs
upwelling
urban characteristics
use of renewable energies
useful life
user control
user datagram protocol
user experience
user friendly
user friendly interface
usercentric
utility functions
utility grids
utility interactive
utility interfaces
utilization factor
utilization review
uv visible spectroscopy
validation periods
validation process
validation study
validation test
valparaiso
valproic acid
valuation methods
value engineering
valves mechanical
valvular heart disease
van der waals energies
van der waals forces
vanadium compounds
variable frequencies
variable gain
variable loads
variable renewable energies
variable sampling
variable selection algorithms
variable speed
variable speed diesel generators
variable speed drives
variable speed generations
variable speed generators
variable speed wind turbines
variablespeed
variablespeed drives
variablespeed generation
vascular compliance
vascular grafts
vascular smooth muscle cells
vasodilatation
vasodilation
vector control
vector control electric machinery
vector control strategies
vector control systems
vector control techniques
vector controlled drives
vector controls
vector quantization
vector spaces
vectors
vehicle applications
vehicle platoons
vehicles
