"Area1";"Area2";"Area3";"Area4"
"Power engineering and energy";"Power systems";"Power supplies";"Umbilical cable"
"Power engineering and energy";"Power systems";"Power system dynamics";"Umbilical cable"
"Power engineering and energy";"Power systems";"Power system economics";"Umbilical cable"
"Power engineering and energy";"Power systems";"Power system economics";"Umbilical cable"
"Power engineering and energy";"Power systems";"Power system faults";"Umbilical cable"
"Power engineering and energy";"Power systems";"Power system harmonics";"Umbilical cable"
"Power engineering and energy";"Power systems";"Power system harmonics";"Power harmonic filters"
"Power engineering and energy";"Power systems";"Power system management";"Power harmonic filters"
"Power engineering and energy";"Power systems";"Power system management";"Load flow"
"Power engineering and energy";"Power systems";"Power system measurements";"Load flow"
"Power engineering and energy";"Power systems";"Power system measurements";"Meter reading"
"Power engineering and energy";"Power systems";"Power system planning";"Meter reading"
"Power engineering and energy";"Power systems";"Power system protection";"Meter reading"
"Power engineering and energy";"Power systems";"Power system protection";"Electrical safety"
"Power engineering and energy";"Power systems";"Power system protection";"Substation protection"
"Power engineering and energy";"Power systems";"Power system protection";"Surge protection"
"Power engineering and energy";"Power systems";"Power system reliability";"Surge protection"
"Power engineering and energy";"Power systems";"Power system stability";"Surge protection"
"Power engineering and energy";"Power systems";"Power transmission";"Surge protection"
"Power engineering and energy";"Power systems";"Power transmission";"Common Information Model (electricity)"
"Power engineering and energy";"Power systems";"Power transmission";"DC power transmission"
"Power engineering and energy";"Power systems";"Power transmission";"Flexible AC transmission systems"
"Power engineering and energy";"Power systems";"Power transmission";"HVDC transmission"
"Power engineering and energy";"Power systems";"Power transmission";"Static VAr compensators"
"Power engineering and energy";"Power systems";"Power transmission";"Transmission lines"
"Power engineering and energy";"Power systems";"Power transmission";"Wireless power transmission"
"Power engineering and energy";"Power systems";"Pulsed power systems";"Wireless power transmission"
"Power engineering and energy";"Power systems";"Pulsed power systems";"Pulsed power supplies"
"Power engineering and energy";"Power systems";"Reactive power";"Pulsed power supplies"
"Power engineering and energy";"Power systems";"Substations";"Pulsed power supplies"
"Power engineering and energy";"Power systems";"Substations";"Substation automation"
"Power engineering and energy";"Power systems";"Transformers";"Substation automation"
"Power engineering and energy";"Power systems";"Transformers";"Current transformers"
"Power engineering and energy";"Power systems";"Transformers";"Flyback transformers"
"Power engineering and energy";"Power systems";"Transformers";"Flyback transformers"
"Power engineering and energy";"Power systems";"Transformers";"Instrument transformers"
"Power engineering and energy";"Power systems";"Transformers";"Power transformers"
"Power engineering and energy";"Power systems";"Transformers";"Pulse transformers"
"Power engineering and energy";"Power systems";"Transformers";"Tap changers"
"Power engineering and energy";"Power systems";"Uninterruptible power systems";"Tap changers"
"Power engineering and energy";"Power systems";"Wind energy integration";"Tap changers"
"Product safety engineering";"Power systems";"Wind energy integration";"Tap changers"
"Product safety engineering";"Consumer protection";"Wind energy integration";"Tap changers"
"Product safety engineering";"Power system protection";"Wind energy integration";"Tap changers"
"Product safety engineering";"Power system protection";"Electrical safety";"Tap changers"
"Product safety engineering";"Power system protection";"Electrical safety";"Fault protection"
"Product safety engineering";"Power system protection";"Electrical safety";"Grounding"
"Product safety engineering";"Power system protection";"Substation protection";"Grounding"
"Product safety engineering";"Power system protection";"Surge protection";"Grounding"
"Product safety engineering";"Power system protection";"Surge protection";"Arresters"
"Product safety engineering";"Vehicle crash testing";"Surge protection";"Arresters"
"Professional communication";"Vehicle crash testing";"Surge protection";"Arresters"
"Professional communication";"Collaboration";"Surge protection";"Arresters"
"Professional communication";"Collaboration";"Collaborative tools";"Arresters"
"Professional communication";"Collaboration";"Collaborative tools";"Call conference"
"Professional communication";"Collaboration";"Collaborative tools";"Collaborative software"
"Professional communication";"Collaboration";"Collaborative tools";"Videoconferences"
"Professional communication";"Collaboration";"Discussion forums";"Videoconferences"
"Professional communication";"Collaboration";"Teamwork";"Videoconferences"
"Professional communication";"Collaboration";"Virtual groups";"Videoconferences"
"Professional communication";"Communication aids";"Virtual groups";"Videoconferences"
"Professional communication";"Communication aids";"Closed captioning";"Videoconferences"
"Professional communication";"Communication effectiveness";"Closed captioning";"Videoconferences"
"Professional communication";"Communication symbols";"Closed captioning";"Videoconferences"
"Professional communication";"Communication symbols";"Semiotics";"Videoconferences"
"Professional communication";"Communication symbols";"Semiotics";"Pragmatics"
"Professional communication";"Communication symbols";"Semiotics";"Semantics"
"Professional communication";"Communication symbols";"Semiotics";"Syntactics"
"Professional communication";"Context";"Semiotics";"Syntactics"
"Professional communication";"Databases";"Semiotics";"Syntactics"
"Professional communication";"Databases";"Database systems";"Syntactics"
"Professional communication";"Databases";"Database systems";"Audio databases"
"Professional communication";"Databases";"Database systems";"Deductive databases"
"Professional communication";"Databases";"Database systems";"Image databases"
"Professional communication";"Databases";"Database systems";"Indexes"
"Professional communication";"Databases";"Database systems";"Multimedia databases"
"Professional communication";"Databases";"Database systems";"NoSQL databases"
"Professional communication";"Databases";"Database systems";"Object oriented databases"
"Professional communication";"Databases";"Database systems";"Query processing"
"Professional communication";"Databases";"Deductive databases";"Query processing"
"Professional communication";"Databases";"Image databases";"Query processing"
"Professional communication";"Databases";"Image databases";"Image retrieval"
"Professional communication";"Databases";"Object oriented databases";"Image retrieval"
"Professional communication";"Databases";"Relational databases";"Image retrieval"
"Professional communication";"Databases";"Spatial databases";"Image retrieval"
"Professional communication";"Databases";"Transaction databases";"Image retrieval"
"Professional communication";"Databases";"Transaction databases";"Itemsets"
"Professional communication";"Databases";"Visual databases";"Itemsets"
"Professional communication";"Global communication";"Visual databases";"Itemsets"
"Professional communication";"Global communication";"Visual databases";"Crosscultural communication"
"Professional communication";"Global communication";"Geographic information systems";"Crosscultural communication"
"Professional communication";"Global communication";"Geographic information systems";"Geospatial analysis"
"Professional communication";"Global communication";"Geographic information systems";"Gunshot detection systems"
"Professional communication";"Grammar";"Geographic information systems";"Gunshot detection systems"
"Professional communication";"Information analysis";"Geographic information systems";"Gunshot detection systems"
"Professional communication";"Information analysis";"Decision analysis";"Gunshot detection systems"
"Professional communication";"Information analysis";"Indexing";"Gunshot detection systems"
"Professional communication";"Information integrity";"Indexing";"Gunshot detection systems"
"Professional communication";"Information resources";"Indexing";"Gunshot detection systems"
"Professional communication";"Information retrieval";"Indexing";"Gunshot detection systems"
"Professional communication";"Information retrieval";"Blogs";"Gunshot detection systems"
"Professional communication";"Information retrieval";"Blogs";"Contentbased retrieval"
"Professional communication";"Information retrieval";"Information rates";"Contentbased retrieval"
"Professional communication";"Information retrieval";"Music information retrieval";"Contentbased retrieval"
"Professional communication";"Information retrieval";"Online services";"Contentbased retrieval"
"Professional communication";"Information retrieval";"Online services";"Online banking"
"Professional communication";"Information retrieval";"Search engines";"Online banking"
"Professional communication";"Information retrieval";"Search methods";"Online banking"
"Professional communication";"Information retrieval";"Search methods";"Keyword search"
"Professional communication";"Information retrieval";"Search methods";"Metasearch"
"Professional communication";"Information retrieval";"Search methods";"Search problems"
"Professional communication";"Information retrieval";"Search methods";"Semantic search"
"Professional communication";"Information retrieval";"Search methods";"Web search"
"Professional communication";"Information retrieval";"Social networking (online)";"Web search"
"Professional communication";"Information retrieval";"Social networking (online)";"Computer mediated communication"
"Professional communication";"Information retrieval";"Social networking (online)";"Second Life"
"Professional communication";"Information retrieval";"Tagging";"Second Life"
"Professional communication";"Information retrieval";"Tagging";"Tag clouds"
"Professional communication";"Information retrieval";"Taxonomy";"Tag clouds"
"Professional communication";"Information retrieval";"Terminology";"Tag clouds"
"Professional communication";"Information retrieval";"Terminology";"Dictionaries"
"Professional communication";"Information retrieval";"Vocabulary";"Dictionaries"
"Professional communication";"Information science";"Vocabulary";"Dictionaries"
"Professional communication";"Information science";"Quantum information science";"Dictionaries"
"Professional communication";"Information science";"Quantum information science";"Quantum channels"
"Professional communication";"Information services";"Quantum information science";"Quantum channels"
"Professional communication";"Information services";"Dictionaries";"Quantum channels"
"Professional communication";"Information services";"Document delivery";"Quantum channels"
"Professional communication";"Information services";"Encyclopedias";"Quantum channels"
"Professional communication";"Information services";"Libraries";"Quantum channels"
"Professional communication";"Information services";"Libraries";"Software libraries"
"Professional communication";"Information systems";"Libraries";"Software libraries"
"Professional communication";"Information systems";"Data systems";"Software libraries"
"Professional communication";"Information systems";"Data systems";"Buffer storage"
"Professional communication";"Information systems";"Data systems";"Data acquisition"
"Professional communication";"Information systems";"Data systems";"Data centers"
"Professional communication";"Information systems";"Data systems";"Data compression"
"Professional communication";"Information systems";"Data systems";"Data conversion"
"Professional communication";"Information systems";"Data systems";"Data engineering"
"Professional communication";"Information systems";"Data systems";"Data handling"
"Professional communication";"Information systems";"Data systems";"Data processing"
"Professional communication";"Information systems";"Data systems";"Data warehouses"
"Professional communication";"Information systems";"Informatics";"Data warehouses"
"Professional communication";"Information systems";"Informatics";"Bioinformatics"
"Professional communication";"Information systems";"Informatics";"Cognitive informatics"
"Professional communication";"Information systems";"Information architecture";"Cognitive informatics"
"Professional communication";"Information systems";"Information architecture";"Enterprise architecture management"
"Professional communication";"Information systems";"Information management";"Enterprise architecture management"
"Professional communication";"Information systems";"Information management";"Common Information Model (computing)"
"Professional communication";"Information systems";"Information management";"Competitive intelligence"
"Professional communication";"Information systems";"Information management";"Digital preservation"
"Professional communication";"Information systems";"Information management";"Information security"
"Professional communication";"Information systems";"Information management";"Information sharing"
"Professional communication";"Information systems";"Information processing";"Information sharing"
"Professional communication";"Information systems";"Information processing";"Electronic healthcare"
"Professional communication";"Information systems";"Information processing";"Informatics"
"Professional communication";"Information systems";"Information processing";"Sonification"
"Professional communication";"Information systems";"Management information systems";"Sonification"
"Professional communication";"Information systems";"Management information systems";"Portals"
"Professional communication";"Information technology";"Management information systems";"Portals"
"Professional communication";"Information technology";"Bring your own device";"Portals"
"Professional communication";"Information technology";"Information age";"Portals"
"Professional communication";"Information technology";"Information and communication";"Portals"
"Professional communication";"Information technology";"Information representation";"Portals"
"Professional communication";"Information technology";"Printing";"Portals"
"Professional communication";"Information technology";"Printing";"Digital printing"
"Professional communication";"Information technology";"Printing";"Ink jet printing"
"Professional communication";"Information technology";"Semantic technology";"Ink jet printing"
"Professional communication";"Information technology";"Service computing";"Ink jet printing"
"Professional communication";"Information technology";"Service computing";"Service level agreements"
"Professional communication";"Information technology";"Telematics";"Service level agreements"
"Professional communication";"Information technology";"Universal Serial Bus";"Service level agreements"
"Professional communication";"Manuals";"Universal Serial Bus";"Service level agreements"
"Professional communication";"Meetings";"Universal Serial Bus";"Service level agreements"
"Professional communication";"Meetings";"Conferences";"Service level agreements"
"Professional communication";"Oral communication";"Conferences";"Service level agreements"
"Professional communication";"Oral communication";"Public speaking";"Service level agreements"
"Professional communication";"Oral communication";"Speech";"Service level agreements"
"Professional communication";"Oral communication";"Speech";"Hate speech"
"Professional communication";"Plagiarism";"Speech";"Hate speech"
"Professional communication";"Portfolios";"Speech";"Hate speech"
"Professional communication";"Professional societies";"Speech";"Hate speech"
"Professional communication";"Public speaking";"Speech";"Hate speech"
"Professional communication";"Rhetoric";"Speech";"Hate speech"
"Professional communication";"Writing";"Speech";"Hate speech"
"Professional communication";"Writing";"Abstracts";"Hate speech"
"Professional communication";"Writing";"Bibliographies";"Hate speech"
"Professional communication";"Writing";"Biographies";"Hate speech"
"Professional communication";"Writing";"Biographies";"Autobiographies"
"Professional communication";"Writing";"Documentation";"Autobiographies"
"Professional communication";"Writing";"Documentation";"Point of care"
"Professional communication";"Writing";"Grammar";"Point of care"
"Professional communication";"Writing";"Readability metrics";"Point of care"
"Professional communication";"Writing";"Resumes";"Point of care"
"Professional communication";"Writing";"Reviews";"Point of care"
"Professional communication";"Writing";"Thesauri";"Point of care"
"Reliability";"Writing";"Thesauri";"Point of care"
"Reliability";"Availability";"Thesauri";"Point of care"
"Reliability";"Fault diagnosis";"Thesauri";"Point of care"
"Reliability";"Fault diagnosis";"Dissolved gas analysis";"Point of care"
"Reliability";"Fault diagnosis";"Fault location";"Point of care"
"Reliability";"Fault tolerance";"Fault location";"Point of care"
"Reliability";"Fault tolerance";"Fault tolerant control";"Point of care"
"Reliability";"Fault tolerance";"Redundancy";"Point of care"
"Reliability";"Fluctuations";"Redundancy";"Point of care"
"Reliability";"Integrated circuit reliability";"Redundancy";"Point of care"
"Reliability";"Maintenance";"Redundancy";"Point of care"
"Reliability";"Maldistribution";"Redundancy";"Point of care"
"Reliability";"Materials reliability";"Redundancy";"Point of care"
"Reliability";"Reliability engineering";"Redundancy";"Point of care"
"Reliability";"Reliability theory";"Redundancy";"Point of care"
"Reliability";"Robustness";"Redundancy";"Point of care"
"Reliability";"Semiconductor device reliability";"Redundancy";"Point of care"
"Reliability";"Software reliability";"Redundancy";"Point of care"
"Reliability";"Stability";"Redundancy";"Point of care"
"Reliability";"Stability";"Circuit stability";"Point of care"
"Reliability";"Stability";"Robust stability";"Point of care"
"Reliability";"Stability";"Stability analysis";"Point of care"
"Reliability";"Stability";"Stability analysis";"Stability criteria"
"Reliability";"Stability";"Thermal stability";"Stability criteria"
"Reliability";"Telecommunication network reliability";"Thermal stability";"Stability criteria"
"Reliability";"Telecommunication network reliability";"Diversity schemes";"Stability criteria"
"Resonance";"Telecommunication network reliability";"Diversity schemes";"Stability criteria"
"Resonance";"Ferroresonance";"Diversity schemes";"Stability criteria"
"Resonance";"Magnetic resonance";"Diversity schemes";"Stability criteria"
"Resonance";"Magnetic resonance";"Antiferromagnetic resonance";"Stability criteria"
"Resonance";"Magnetic resonance";"Ferromagnetic resonance";"Stability criteria"
"Resonance";"Magnetic resonance";"Nuclear magnetic resonance";"Stability criteria"
"Resonance";"Magnetic resonance";"Paramagnetic resonance";"Stability criteria"
"Resonance";"Resonance light scattering";"Paramagnetic resonance";"Stability criteria"
"Resonance";"Stochastic resonance";"Paramagnetic resonance";"Stability criteria"
"Robotics and automation";"Stochastic resonance";"Paramagnetic resonance";"Stability criteria"
"Robotics and automation";"Animatronics";"Paramagnetic resonance";"Stability criteria"
"Robotics and automation";"Automation";"Paramagnetic resonance";"Stability criteria"
"Robotics and automation";"Automation";"Automated highways";"Stability criteria"
"Robotics and automation";"Automation";"Building automation";"Stability criteria"
"Robotics and automation";"Automation";"Intelligent automation";"Stability criteria"
"Robotics and automation";"Automation";"Manufacturing automation";"Stability criteria"
"Robotics and automation";"Automation";"Manufacturing automation";"Computer aided manufacturing"
"Robotics and automation";"Automation";"Manufacturing automation";"Computer integrated manufacturing"
"Robotics and automation";"Automation";"Manufacturing automation";"Computer numerical control"
"Robotics and automation";"Automation";"Manufacturing automation";"Flexible manufacturing systems"
"Robotics and automation";"Automation";"Office automation";"Flexible manufacturing systems"
"Robotics and automation";"Automation";"Office automation";"Workflow management software"
"Robotics and automation";"Automation";"Vehicular automation";"Workflow management software"
"Robotics and automation";"Autonomous systems";"Vehicular automation";"Workflow management software"
"Robotics and automation";"Autonomous systems";"Multirobot systems";"Workflow management software"
"Robotics and automation";"Autonomous systems";"Swarm robotics";"Workflow management software"
"Robotics and automation";"Robots";"Swarm robotics";"Workflow management software"
"Robotics and automation";"Robots";"Agricultural robots";"Workflow management software"
"Robotics and automation";"Robots";"Androids";"Workflow management software"
"Robotics and automation";"Robots";"Aquatic robots";"Workflow management software"
"Robotics and automation";"Robots";"Automata";"Workflow management software"
"Robotics and automation";"Robots";"Automata";"Turing machines"
"Robotics and automation";"Robots";"Cognitive robotics";"Turing machines"
"Robotics and automation";"Robots";"Computer vision";"Turing machines"
"Robotics and automation";"Robots";"Computer vision";"Active appearance model"
"Robotics and automation";"Robots";"Computer vision";"Blob detection"
"Robotics and automation";"Robots";"Computer vision";"Corner detection"
"Robotics and automation";"Robots";"Computer vision";"Face detection"
"Robotics and automation";"Robots";"Computer vision";"Feature detection"
"Robotics and automation";"Robots";"Computer vision";"Interest point detection"
"Robotics and automation";"Robots";"Computer vision";"Smart cameras"
"Robotics and automation";"Robots";"Computer vision";"Visual odometry"
"Robotics and automation";"Robots";"Educational robots";"Visual odometry"
"Robotics and automation";"Robots";"Evolutionary robotics";"Visual odometry"
"Robotics and automation";"Robots";"Humanoid robots";"Visual odometry"
"Robotics and automation";"Robots";"Intelligent robots";"Visual odometry"
"Robotics and automation";"Robots";"Manipulators";"Visual odometry"
"Robotics and automation";"Robots";"Manipulators";"End effectors"
"Robotics and automation";"Robots";"Manipulators";"Manipulator dynamics"
"Robotics and automation";"Robots";"Manipulators";"Micromanipulators"
"Robotics and automation";"Robots";"Marine robots";"Micromanipulators"
"Robotics and automation";"Robots";"Medical robotics";"Micromanipulators"
"Robotics and automation";"Robots";"Medical robotics";"Rehabilitation robotics"
"Robotics and automation";"Robots";"Military robotics";"Rehabilitation robotics"
"Robotics and automation";"Robots";"Mobile robots";"Rehabilitation robotics"
"Robotics and automation";"Robots";"Mobile robots";"Climbing robots"
"Robotics and automation";"Robots";"Mobile robots";"Legged locomotion"
"Robotics and automation";"Robots";"Orbital robotics";"Legged locomotion"
"Robotics and automation";"Robots";"Parallel robots";"Legged locomotion"
"Robotics and automation";"Robots";"Quadrupedal robots";"Legged locomotion"
"Robotics and automation";"Robots";"Rehabilitation robotics";"Legged locomotion"
"Robotics and automation";"Robots";"Rescue robots";"Legged locomotion"
"Robotics and automation";"Robots";"Robot control";"Legged locomotion"
"Robotics and automation";"Robots";"Robot control";"Robot motion"
"Robotics and automation";"Robots";"Robot kinematics";"Robot motion"
"Robotics and automation";"Robots";"Robot kinematics";"Motion analysis"
"Robotics and automation";"Robots";"Robot learning";"Motion analysis"
"Robotics and automation";"Robots";"Robot programming";"Motion analysis"
"Robotics and automation";"Robots";"Robot sensing systems";"Motion analysis"
"Robotics and automation";"Robots";"Robot sensing systems";"Robot vision systems"
"Robotics and automation";"Robots";"Robot sensing systems";"Simultaneous localization and mapping"
"Robotics and automation";"Robots";"Robot sensing systems";"Tactile sensors"
"Robotics and automation";"Robots";"Service robots";"Tactile sensors"
"Robotics and automation";"Robots";"Snake robots";"Tactile sensors"
"Robotics and automation";"Robots";"Soft robotics";"Tactile sensors"
"Robotics and automation";"Robots";"Telerobotics";"Tactile sensors"
"Robotics and automation";"Robots";"Telerobotics";"Teleoperators"
"Robotics and automation";"Robots";"Visual odometry";"Teleoperators"
"Robotics and automation";"Robots";"Wearable robots";"Teleoperators"
"Science – general";"Robots";"Wearable robots";"Teleoperators"
"Science – general";"Astronomy";"Wearable robots";"Teleoperators"
"Science – general";"Astronomy";"Astrophysics";"Teleoperators"
"Science – general";"Astronomy";"Astrophysics";"Dark matter"
"Science – general";"Astronomy";"Astrophysics";"Orbits"
"Science – general";"Astronomy";"Astrophysics";"Stellar dynamics"
"Science – general";"Astronomy";"Extrasolar planets";"Stellar dynamics"
"Science – general";"Astronomy";"Extrasolar planets";"Exoplanet"
"Science – general";"Astronomy";"Gravitational waves";"Exoplanet"
"Science – general";"Astronomy";"Observatories";"Exoplanet"
"Science – general";"Astronomy";"Radio astronomy";"Exoplanet"
"Science – general";"Astronomy";"Solar system";"Exoplanet"
"Science – general";"Astronomy";"Solar system";"Kuiper belt"
"Science – general";"Astronomy";"Solar system";"Planets"
"Science – general";"Astronomy";"Solar system";"Satellites"
"Science – general";"Astronomy";"Solar system";"Sun"
"Science – general";"Chemistry";"Solar system";"Sun"
"Science – general";"Chemistry";"Astrochemistry";"Sun"
"Science – general";"Chemistry";"Chemical compounds";"Sun"
"Science – general";"Chemistry";"Chemical compounds";"Sun"
"Science – general";"Chemistry";"Chemical compounds";"Chalcogenides"
"Science – general";"Chemistry";"Chemical compounds";"Ethanol"
"Science – general";"Chemistry";"Chemical compounds";"Methanol"
"Science – general";"Chemistry";"Chemical compounds";"Radiotracer"
"Science – general";"Chemistry";"Electrochemistry";"Radiotracer"
"Science – general";"Chemistry";"Electrochemistry";"Electrocatalysis"
"Science – general";"Chemistry";"Inorganic chemicals";"Electrocatalysis"
"Science – general";"Chemistry";"Interstellar chemistry";"Electrocatalysis"
"Science – general";"Chemistry";"Organic chemicals";"Electrocatalysis"
"Science – general";"Chemistry";"Organic chemicals";"Hydrocarbons"
"Science – general";"Chemistry";"Photochemistry";"Hydrocarbons"
"Science – general";"Chemistry";"Photochemistry";"Photobleaching"
"Science – general";"Chemistry";"Photochemistry";"Photocatalysis"
"Science – general";"Chemistry";"Physical chemistry";"Photocatalysis"
"Science – general";"Electricity";"Physical chemistry";"Photocatalysis"
"Science – general";"Electricity";"Photoelectricity";"Photocatalysis"
"Science – general";"Electricity";"Photoelectricity";"Photovoltaic effects"
"Science – general";"Electricity";"Piezoelectricity";"Photovoltaic effects"
"Science – general";"Electricity";"Piezoelectricity";"Piezoelectric effect"
"Science – general";"Electricity";"Piezoelectricity";"Piezoelectric polarization"
"Science – general";"Electricity";"Pyroelectricity";"Piezoelectric polarization"
"Science – general";"Electricity";"Thermoelectricity";"Piezoelectric polarization"
"Science – general";"Electricity";"Thermoelectricity";"Electrothermal effects"
"Science – general";"Electricity";"Thermoelectricity";"Peltier effect"
"Science – general";"Electricity";"Thermoelectricity";"Thermoelectric devices"
"Science – general";"Electricity";"Thermoelectricity";"Thermoelectric materials"
"Science – general";"Epidemiology";"Thermoelectricity";"Thermoelectric materials"
"Science – general";"Epidemiology";"Epidemics";"Thermoelectric materials"
"Science – general";"Epidemiology";"Epidemics";"Pandemics"
"Science – general";"History";"Epidemics";"Pandemics"
"Science – general";"Life sciences";"Epidemics";"Pandemics"
"Science – general";"Metrology";"Epidemics";"Pandemics"
"Science – general";"Metrology";"Optical metrology";"Pandemics"
"Science – general";"Neuroscience";"Optical metrology";"Pandemics"
"Science – general";"Neuroscience";"Clinical neuroscience";"Pandemics"
"Science – general";"Neuroscience";"Cognitive neuroscience";"Pandemics"
"Science – general";"Neuroscience";"Neuroinformatics";"Pandemics"
"Science – general";"Neuroscience";"Neuroprostheses";"Pandemics"
"Science – general";"Neuroscience";"Systems neuroscience";"Pandemics"
"Science – general";"Neuroscience";"Transcranial direct current stimulation";"Pandemics"
"Science – general";"Neuroscience";"Transcranial magnetic stimulation";"Pandemics"
"Science – general";"Physics";"Transcranial magnetic stimulation";"Pandemics"
"Science – general";"Physics";"Acoustics";"Pandemics"
"Science – general";"Physics";"Acoustics";"Acoustic applications"
"Science – general";"Physics";"Acoustics";"Acoustic devices"
"Science – general";"Physics";"Acoustics";"Acoustic emission"
"Science – general";"Physics";"Acoustics";"Acoustic field"
"Science – general";"Physics";"Acoustics";"Acoustic noise"
"Science – general";"Physics";"Acoustics";"Acoustic phonetics"
"Science – general";"Physics";"Acoustics";"Acoustic propagation"
"Science – general";"Physics";"Acoustics";"Acoustic pulses"
"Science – general";"Physics";"Acoustics";"Acoustic waves"
"Science – general";"Physics";"Acoustics";"Acoustooptic effects"
"Science – general";"Physics";"Acoustics";"Biomedical acoustics"
"Science – general";"Physics";"Acoustics";"Cepstral analysis"
"Science – general";"Physics";"Acoustics";"Music"
"Science – general";"Physics";"Acoustics";"Nonlinear acoustics"
"Science – general";"Physics";"Acoustics";"Psychoacoustics"
"Science – general";"Physics";"Acoustics";"Reverberation"
"Science – general";"Physics";"Acoustics";"Spectral shape"
"Science – general";"Physics";"Acoustics";"Underwater acoustics"
"Science – general";"Physics";"Beams";"Underwater acoustics"
"Science – general";"Physics";"Beams";"Acoustic beams"
"Science – general";"Physics";"Beams";"Laser beams"
"Science – general";"Physics";"Beams";"Molecular beams"
"Science – general";"Physics";"Beams";"Optical beams"
"Science – general";"Physics";"Beams";"Particle beams"
"Science – general";"Physics";"Dark energy";"Particle beams"
"Science – general";"Physics";"Entropy";"Particle beams"
"Science – general";"Physics";"Fluid flow";"Particle beams"
"Science – general";"Physics";"Fluid flow";"Hydraulic diameter"
"Science – general";"Physics";"Fluid flow";"Hydrology"
"Science – general";"Physics";"Fluid flow";"Pipelines"
"Science – general";"Physics";"High energy physics";"Pipelines"
"Science – general";"Physics";"Kinetic theory";"Pipelines"
"Science – general";"Physics";"Kinetic theory";"Kinetic energy"
"Science – general";"Physics";"Levitation";"Kinetic energy"
"Science – general";"Physics";"Levitation";"Magnetic levitation"
"Science – general";"Physics";"Lorentz covariance";"Magnetic levitation"
"Science – general";"Physics";"Mechanical factors";"Magnetic levitation"
"Science – general";"Physics";"Mechanical factors";"Aerodynamics"
"Science – general";"Physics";"Mechanical factors";"Bending"
"Science – general";"Physics";"Mechanical factors";"Biomechanics"
"Science – general";"Physics";"Mechanical factors";"Damping"
"Science – general";"Physics";"Mechanical factors";"Dynamics"
"Science – general";"Physics";"Mechanical factors";"Fatigue"
"Science – general";"Physics";"Mechanical factors";"Force"
"Science – general";"Physics";"Mechanical factors";"Friction"
"Science – general";"Physics";"Mechanical factors";"Hydrodynamics"
"Science – general";"Physics";"Mechanical factors";"Kinematics"
"Science – general";"Physics";"Mechanical factors";"Lubrication"
"Science – general";"Physics";"Mechanical factors";"Magnetohydrodynamics"
"Science – general";"Physics";"Mechanical factors";"Photoelasticity"
"Science – general";"Physics";"Mechanical factors";"Pressure effects"
"Science – general";"Physics";"Mechanical factors";"Shock (mechanics)"
"Science – general";"Physics";"Mechanical factors";"Strain"
"Science – general";"Physics";"Mechanical factors";"Stress"
"Science – general";"Physics";"Mechanical factors";"Surface cracks"
"Science – general";"Physics";"Mechanical factors";"Torque"
"Science – general";"Physics";"Mechanical factors";"Vibrations"
"Science – general";"Physics";"Mechanical factors";"Volume relaxation"
"Science – general";"Physics";"Mechanical factors";"Workability"
"Science – general";"Physics";"Quantum mechanics";"Workability"
"Science – general";"Physics";"Quantum mechanics";"Coherence time"
"Science – general";"Physics";"Quantum mechanics";"Density functional theory"
"Science – general";"Physics";"Quantum mechanics";"Lagrangian functions"
"Science – general";"Physics";"Quantum mechanics";"Proton effects"
"Science – general";"Physics";"Quantum mechanics";"Quantum decoherence"
"Science – general";"Physics";"Quantum mechanics";"Quantum entanglement"
"Science – general";"Physics";"Quantum mechanics";"Quantum information science"
"Science – general";"Physics";"Quantum mechanics";"Quantum optics"
"Science – general";"Physics";"Quantum mechanics";"Quantum simulation"
"Science – general";"Physics";"Quantum mechanics";"Quantum state"
"Science – general";"Physics";"Quantum mechanics";"Quantum system"
"Science – general";"Physics";"Quantum mechanics";"Relativistic quantum mechanics"
"Science – general";"Physics";"Quantum mechanics";"Schrodinger equation"
"Science – general";"Physics";"Quantum mechanics";"Stationary state"
"Science – general";"Physics";"Quantum mechanics";"Teleportation"
"Science – general";"Physics";"Quantum mechanics";"Tunneling"
"Science – general";"Physics";"Rydberg atoms";"Tunneling"
"Science – general";"Physics";"Rydberg atoms";"Solidstate physics"
"Science – general";"Physics";"String theory";"Solidstate physics"
"Science – general";"Physics";"Thermal factors";"Solidstate physics"
"Science – general";"Physics";"Thermal factors";"Temperature"
"Science – general";"Physics";"Thermal factors";"Temperature dependence"
"Science – general";"Physics";"Thermal factors";"Thermal conductivity"
"Science – general";"Physics";"Thermal factors";"Thermal expansion"
"Science – general";"Physics";"Thermal factors";"Thermal management"
"Science – general";"Physics";"Thermal factors";"Thermal stresses"
"Science – general";"Physics";"Thermal factors";"Thermoelasticity"
"Science – general";"Physics";"Thermal factors";"Thermolysis"
"Science – general";"Physics";"Thermal factors";"Thermooptic effects"
"Science – general";"Physics";"Thermal factors";"Thermoresistivity"
"Science – general";"Physics";"Waves";"Thermoresistivity"
"Science – general";"Physics";"Waves";"Berry phase"
"Science – general";"Physics";"Waves";"Doppler effect"
"Science – general";"Physics";"Waves";"Electrodynamics"
"Science – general";"Physics";"Waves";"Magnetostatic waves"
"Science – general";"Physics";"Waves";"Matter waves"
"Science – general";"Physics";"Waves";"Plasma waves"
"Science – general";"Physics";"Waves";"Propagation"
"Science – general";"Physics";"Waves";"Reflectivity"
"Science – general";"Physics";"Waves";"Seismic waves"
"Science – general";"Physics";"Waves";"Shock waves"
"Science – general";"Physics";"Waves";"Solitons"
